Word,Length,SUBTLWF,Concreteness_Rating,Emotional_Valence
nosy,4,2.82,2.07,3.1
notch,5,3.33,4.23,5.32
note,4,53.55,4.61,5.78
notebook,8,4.61,4.92,6.05
notice,6,59.25,3.3,5.94
notify,6,7.20,3.04,4.9
notion,6,6.59,1.93,5.86
notorious,9,3.71,1.63,4.19
nourishment,11,1.22,2.97,7.44
novel,5,10.06,4.21,5.74
novelist,8,1.20,4.07,6.1
novelty,7,1.67,2.21,5.82
nuclear,7,18.98,2.97,4.3
nude,4,5.90,4.28,6.1
nudge,5,1.12,4.47,5.67
nudity,6,1.75,4.13,6.48
nugget,6,1.18,4.45,6.29
nuisance,8,3.22,2.19,3
numb,4,4.88,3.1,3.79
number,6,240.94,3.3,5.59
numerous,8,3.59,2.57,5.35
nun,3,6.96,4.92,5.79
nurse,5,44.98,4.39,5.41
nursery,7,4.06,4.48,6.1
nursing,7,6.33,3.76,6.39
nut,3,15.63,4.52,5.44
nutcase,7,1.31,2.93,2.81
nutty,5,3.57,3.45,5.35
nylon,5,1.35,4.7,4.9
oak,3,5.61,4.82,6.47
oasis,5,1.92,4.44,8
oath,4,9.88,2.79,6.4
oatmeal,7,3.31,4.93,5.47
obedience,9,1.71,2.29,4.63
obedient,8,1.96,1.93,6.05
obey,4,8.94,2.67,5.13
obituary,8,1.33,4.18,3.1
object,6,25.76,3.66,5.52
objection,9,21.73,2.29,3.83
objective,9,7.04,2,5.55
obligation,10,6.75,2.04,4.68
oblige,6,2.22,1.73,5.19
oblivion,8,1.98,1.37,3.95
oblivious,9,1.06,1.93,4.5
obnoxious,9,3.51,2.25,2.76
obscene,7,3.45,1.87,3.1
obscenity,9,1.04,2.31,3.41
obscure,7,2.59,2,5.15
observant,9,1.22,2.41,6.37
observation,11,7.45,2.12,5.61
observatory,11,1.00,4.48,5.36
observe,7,9.78,2.63,5.3
observer,8,3.69,3.88,5
obsessed,8,10.31,2.04,4.86
obsession,9,5.67,1.7,4.38
obsessive,9,1.76,2.03,3.35
obsolete,8,1.92,2.1,3.53
obstacle,8,2.59,3.48,4.38
obstruction,11,2.39,3.73,3.75
obtain,6,3.73,3,5.11
obvious,7,29.57,2.07,5.33
occasion,8,16.55,2.52,6.45
occasional,10,3.90,1.85,5.5
occult,6,1.57,2.59,3.5
occupation,10,4.12,3.68,4.77
occupational,12,1.49,2.07,6.18
occupy,6,2.47,3.32,4.86
occur,5,7.43,1.84,6.26
occurrence,10,1.18,2.57,4.94
ocean,5,30.29,4.86,7.39
octopus,7,1.94,5,6
odd,3,24.04,1.7,4.56
odds,4,19.02,2.24,5.32
odor,4,2.33,3.52,3
offence,7,5.35,3.07,3.4
offend,6,5.22,1.68,3.29
offender,8,2.75,3.88,3.25
offense,7,16.47,2.03,4.05
offensive,9,6.41,2.1,3.8
offer,5,74.71,2.23,5.67
office,6,203.90,4.93,4.54
officer,7,103.24,4.8,4.91
official,8,24.00,2.54,5.75
offshore,8,2.25,3.65,4.95
offspring,9,2.55,3.93,5.89
ogre,4,1.39,3.97,3.57
oil,3,41.08,4.93,3.91
oink,4,1.08,3.24,5.21
ointment,8,1.63,4.5,4.81
old,3,608.94,2.72,3.19
olive,5,7.35,4.9,6.05
omega,5,1.49,3.08,5.5
omelet,6,2.37,4.93,6.25
omen,4,1.71,2.69,3.77
ominous,7,1.33,1.93,3.95
one,3,3072.24,3.97,6.09
ongoing,7,2.18,1.88,4.79
onion,5,4.24,4.86,5.37
opal,4,1.02,4.42,6
open,4,320.41,3.21,6.14
opener,6,3.39,3.81,6
opening,7,38.43,3.79,5.95
opera,5,17.12,4.28,5.68
operate,7,13.37,3,5.37
operation,9,43.94,3.44,2.94
operational,11,3.82,2.38,5.6
operative,9,3.25,2.64,5.9
operator,8,16.39,4.21,4.85
opinion,7,42.00,1.93,6.38
opium,5,2.24,4.56,3.42
opponent,8,4.71,3.52,4.42
opportunity,11,41.00,1.88,7.1
oppose,6,2.16,2.52,4.21
opposing,8,2.69,2.34,3.85
opposite,8,15.20,1.79,4.77
opposition,10,3.04,2.25,3.21
oppressed,9,1.27,1.89,3.1
oppression,10,1.49,2,2.67
optic,5,1.02,3.46,5.6
optical,7,1.10,2.86,5.15
optimism,8,1.55,1.48,7.21
optimist,8,1.53,1.9,7.19
optimistic,10,3.39,2,7.45
option,6,14.43,2.39,6.37
optional,8,1.14,1.9,5.76
oracle,6,2.24,2.88,6.16
oral,4,4.31,3.45,4.95
orange,6,22.31,4.66,6.81
orb,3,2.75,4.12,5
orbit,5,5.65,3.93,5.95
orbital,7,1.25,3.11,5.5
orchard,7,1.92,4.75,6.15
orchestra,9,5.51,4.79,6.5
orchid,6,2.16,4.92,7
ordeal,6,2.37,2.04,3.84
order,5,156.57,2.79,5.82
orderly,7,4.37,2.77,6.36
ordinance,9,1.69,2.9,4.75
ordinary,8,19.08,1.79,5.05
ore,3,1.65,4.48,5.78
organ,5,7.25,4.77,4.95
organic,7,4.31,2.68,5.55
organism,8,2.04,4.16,6
organization,12,13.10,3,5.71
organize,8,4.31,2.72,6.75
orgasm,6,4.18,3.97,8.01
orgy,4,1.71,3.67,5.37
oriental,8,2.61,3.5,6.26
orientation,11,2.43,2.43,6
origin,6,4.45,2.03,5.19
original,8,28.24,2.07,7.5
ornament,8,1.14,4.04,6.63
ornery,6,1.18,2,3.85
orphan,6,5.75,4.04,2.9
orphanage,9,5.35,4.65,2.95
orthodox,8,1.04,1.68,3.95
other,5,735.39,2.04,5.41
otter,5,1.35,4.86,6.95
ought,5,80.75,1.43,5
ounce,5,4.04,3.86,5.65
outbreak,8,1.94,3.04,2.47
outburst,8,1.45,2.76,4.15
outcast,7,1.31,2.62,2.86
outcome,7,3.94,2.27,5.62
outdoor,7,1.82,3.93,7.33
outdoors,8,2.10,4.61,6.91
outer,5,9.08,3.74,5.19
outfit,6,25.10,4.12,6.05
outgoing,8,1.76,2.3,6.89
outing,6,1.00,2.72,6.09
outlaw,6,2.92,3.61,4.1
outlet,6,2.00,4.31,5.45
outline,7,2.04,3.61,5.1
outlive,7,1.12,2.15,5.52
outlook,7,2.02,1.97,6.15
outpost,7,1.31,4.04,4.67
output,6,1.39,2.48,4.85
outrage,7,3.14,2.45,2.97
outraged,8,1.29,2.28,3.21
outrageous,10,6.33,1.8,4.19
outrun,6,1.94,2.88,6.26
outsider,8,2.37,2.33,4.3
outstanding,11,7.45,1.75,7.1
oval,4,1.35,4.04,5.14
oven,4,8.88,4.97,6.16
overall,7,3.22,1.76,5.17
overcoat,8,1.45,4.5,5.43
overcome,8,6.20,2.28,6.81
overdo,6,1.61,2.19,3.61
overdose,8,2.67,2.83,2.67
overdue,7,2.90,2.86,3.39
overhear,8,1.04,2.4,3.89
overload,8,1.78,2.69,3.64
overlook,8,2.90,2.41,4.3
overrated,9,2.65,1.63,3.65
override,8,5.16,2.58,4.33
overrun,7,1.67,2.68,3.14
oversee,7,1.33,2.82,5.68
oversight,9,1.45,1.57,3.6
overthrow,9,1.35,2.35,3.71
overtime,8,6.24,2.8,4.8
overture,8,1.29,3.08,5.33
overweight,10,1.82,3.57,3.14
overwhelmed,11,3.94,1.92,2.8
overwhelming,12,4.92,1.78,3.89
owe,3,74.16,2.07,3.56
owl,3,5.61,4.93,6.3
owner,5,23.24,3.78,6.38
ownership,9,2.27,2.42,5.85
ox,2,7.78,4.86,4.95
oxide,5,1.20,3.87,5.53
oxygen,6,13.88,3.66,7.25
oyster,6,3.06,4.85,4.81
ozone,5,2.14,3.5,5.05
pace,4,9.57,3.11,5
pack,4,43.82,3.83,5.55
package,7,22.78,4.72,5.17
packet,6,2.51,4.46,5.16
pact,4,3.76,2.52,5
pad,3,8.14,4.43,5.14
padded,6,1.08,4.21,5.14
paddle,6,3.75,4.8,5.38
Padre,5,4.22,4.6,5.84
pagan,5,1.35,2.73,5
page,4,37.49,4.9,6.09
pageant,7,4.78,4,5
paging,6,2.04,3.42,4.71
pagoda,6,1.10,4.67,5.6
pain,4,97.94,3.5,2
painful,7,15.16,3.43,2.58
painless,8,1.94,2.29,7.4
paint,5,36.80,4.79,5.74
painter,7,6.75,4.52,6.6
painting,8,29.20,4.59,6.9
pair,4,37.25,3.88,5.95
pajama,6,1.27,4.85,6.86
pal,3,57.59,3.93,6.67
palace,6,19.20,4.57,6.1
pale,4,8.02,3.79,4.11
palm,4,13.24,4.83,6.05
pamphlet,8,1.18,4.61,4.37
pan,3,12.29,4.86,5.15
pancake,7,3.96,4.86,7.71
panda,5,2.12,4.75,7.55
panel,5,7.29,4.26,4.81
pang,4,1.59,2.7,4.94
panic,5,21.84,3.04,2.56
panicky,7,1.10,2.41,3.84
pansy,5,1.94,3.89,4.1
panther,7,2.57,4.93,6.1
panties,7,8.12,4.9,6.38
pantry,6,1.75,4.67,5.38
pants,5,58.75,4.86,5.62
papa,4,42.59,4.43,7
papaya,6,1.10,4.87,6.43
paper,5,103.35,4.93,5.42
paperwork,9,10.41,4.63,4.25
par,3,4.96,2.26,4.85
parachute,9,3.18,4.78,5.2
parade,6,12.88,4.54,6.37
paradise,8,13.25,2.72,7
paradox,7,1.27,1.54,5.4
paragraph,9,2.82,3.96,5.4
parakeet,8,1.08,4.9,6.65
parallel,8,4.39,3.16,5.29
paralysis,9,1.96,3.52,2.9
paranoia,8,2.67,1.74,2.6
paranoid,8,10.65,1.77,2.9
paranormal,10,1.31,2.6,4.05
parasite,8,2.47,4.34,1.9
parcel,6,1.39,4.81,5.45
parched,7,1.14,3.21,3.3
pardon,6,64.65,2.24,5.5
parent,6,13.14,4.56,6.73
parental,8,2.06,2.69,6.21
parish,6,3.02,3.81,4
park,4,72.12,4.74,7
parking,7,27.04,3.85,4.57
parliament,10,2.24,3.76,4.9
parlor,6,5.94,4.28,5.85
Parmesan,8,1.12,4.67,7
parole,6,10.45,2.66,3.25
parrot,6,3.27,5,6.79
part,4,261.51,3.29,4.77
partial,7,4.84,2.31,5.29
participate,11,4.39,2.59,5.5
participation,13,1.98,2.86,6.15
particle,8,1.78,3.78,5.24
particular,10,27.90,2.23,5.05
parting,7,2.27,2.79,3.95
partner,7,75.22,3.53,7.11
partnership,11,5.29,2.82,6.5
partridge,9,3.39,4,5.95
party,5,233.14,3.89,7.18
pass,4,108.12,2.71,5.73
passage,7,7.65,3.8,5.88
passageway,10,1.18,4.67,5.58
passenger,9,10.76,4.34,4.55
passion,7,19.76,2.3,7.53
passionate,10,6.00,1.48,7.17
passive,7,2.18,2.26,4.84
passport,8,10.47,5,6
password,8,7.98,3.83,5.5
past,4,123.76,1.7,5.09
pasta,5,4.24,4.86,7.08
paste,5,1.71,4.45,4.95
pastor,6,4.29,4.37,5.35
pastry,6,1.92,4.97,6.9
pasture,7,1.53,4.78,6.15
patch,5,17.41,4.7,5.11
patent,6,2.47,3.32,5.34
path,4,24.55,4.41,5.71
pathetic,8,24.20,1.97,3.11
pathological,12,1.47,1.88,2.71
pathology,9,1.43,2.41,3.91
pathway,7,1.14,4.28,6.05
patience,8,15.37,1.66,6.62
patient,7,63.65,2.5,6.71
patio,5,2.61,4.89,6.61
patriot,7,2.61,3.36,5.8
patriotic,9,2.35,1.9,6.6
patriotism,10,1.65,2,6.55
patrol,6,15.53,3.86,4.04
patrolman,9,1.22,4.67,4.63
patron,6,3.10,3.72,5.7
patronize,9,1.57,1.79,3.48
patronizing,11,1.10,1.54,3.11
pattern,7,14.47,3.92,5.53
pause,5,5.39,2.38,5.53
pavement,8,2.02,4.72,5.5
paw,3,3.12,4.3,5.43
pawn,4,4.33,3.9,3.9
pay,3,254.61,3.54,6.23
paycheck,8,4.27,4.41,7.48
payday,6,2.51,3.36,7.95
payment,7,10.55,3.91,5.16
payoff,6,2.22,2.74,6.5
payroll,7,5.04,3.7,6.19
pea,3,3.90,4.9,6
peace,5,69.61,1.62,7.75
peaceful,8,11.24,2.27,8
peach,5,6.35,4.9,6.83
peak,4,5.94,4.2,6.1
peanut,6,12.35,4.89,6.38
peanuts,7,7.55,4.9,5.63
pear,4,1.33,4.93,6.7
pearl,5,15.67,4.87,6.05
pearly,6,1.00,3.28,6.43
peasant,7,4.02,3.96,4.62
pebble,6,1.27,4.86,5.72
peculiar,8,7.55,1.95,4.68
pedal,5,2.04,4.44,5.16
peddle,6,1.06,4.04,4.89
pedestal,8,1.31,4.48,5.81
pedestrian,10,1.39,4.41,5.21
pee,3,18.14,4.72,4.5
peek,4,5.33,3.62,5.37
peekaboo,8,1.12,3.23,6.28
peel,4,5.35,4.61,4.68
peep,4,4.43,3.37,4.42
peer,4,1.53,3.83,5.64
pelican,7,1.75,4.96,6.21
pellet,6,1.31,4.56,4.65
pelvic,6,1.53,3.74,5.42
pelvis,6,2.02,4.93,5.33
pen,3,24.73,4.92,5.63
penal,5,1.29,2.35,3.55
penalty,7,9.10,2.86,2.8
penance,7,1.43,1.52,4.77
pencil,6,9.86,4.88,5.65
pending,7,3.41,2.15,3.79
penetrate,9,2.86,3.5,5.71
penetration,11,1.41,3.52,5.81
penguin,7,2.88,5,6.65
penicillin,10,2.45,4.43,5.67
peninsula,9,1.37,4.86,5.95
penis,5,13.41,5,5.3
penitentiary,12,2.82,4.42,2.05
penniless,9,1.24,2.44,2.55
penny,5,24.29,4.83,6.29
pension,7,4.84,3.89,6.19
penthouse,9,4.53,4.36,6.42
people,6,1102.98,4.82,5.7
pepper,6,8.80,4.59,5.63
peppermint,10,1.39,4.43,6.84
pepperoni,9,2.57,5,6.26
perceive,8,1.45,1.72,5.81
percent,7,25.75,2.7,5.67
percentage,10,3.76,2.9,4.81
perception,10,3.53,2,6.05
perceptive,10,1.98,1.89,5.95
perfect,7,158.65,1.69,7.19
perfection,10,5.39,1.9,6.59
perform,7,16.10,3.07,6.48
performance,11,21.82,3.04,6.2
performer,9,2.41,4.04,5.75
perfume,7,11.43,4.66,6.58
peril,5,1.92,2.52,3.19
perimeter,9,9.04,3.46,5.45
period,6,27.78,3.31,3.33
periscope,9,1.37,4.78,5.21
perish,6,2.59,3.22,2.22
perjury,7,2.25,2.22,2.95
perk,4,1.41,3.03,7.32
perky,5,1.67,3.07,6
perm,4,1.00,4.31,5.05
permanent,9,12.14,2.76,5.06
permission,10,31.12,2.27,5.14
permit,6,12.10,3.43,5.26
peroxide,8,1.08,4.93,5.11
perpetrator,11,1.69,3.38,3.52
perpetual,9,1.55,2.3,5.75
persecution,11,1.18,2.43,3.21
persist,7,1.20,2.59,4.74
persistent,10,2.59,2.23,5.71
person,6,212.88,4.72,6.1
persona,7,1.49,2.33,5.37
personal,8,91.67,2.21,6.09
personality,11,15.90,2.08,6.14
personnel,9,16.37,3.56,5.37
perspective,11,8.22,2.38,6.21
persuade,8,6.39,2.07,5.67
persuasion,10,1.96,1.9,5.67
persuasive,10,2.18,2.18,5.84
pertinent,9,1.18,1.86,5.24
perverse,8,1.29,1.96,3.52
pervert,7,6.90,2.97,2.45
perverted,9,1.76,2.3,3.26
pesky,5,1.02,2,4.15
pest,4,2.86,3.96,2.67
pet,3,20.18,4.71,7.05
petite,6,1.06,3.55,5.86
petition,8,4.22,4.12,4.8
petrified,9,1.73,3.17,3.37
petrol,6,1.57,4.29,4.52
petroleum,9,1.25,4.69,3.95
petty,5,8.59,2.09,4.4
petunia,7,2.08,4.57,6.22
pew,3,1.04,3.92,5.38
phantom,7,4.08,2.43,4.26
Pharaoh,7,2.20,4.43,5.45
pharmaceutical,14,2.04,2.89,4.67
pharmacist,10,1.53,4.03,6.33
pharmacy,8,3.43,4.78,5.05
phase,5,12.33,2.46,5.29
phenomenal,10,2.31,1.78,7.11
phenomenon,10,4.59,2.26,6.79
philosopher,11,3.04,3.63,6.63
philosophical,13,1.59,1.66,6.21
philosophy,10,8.27,2.14,5.48
phobia,6,1.02,2.1,3.68
phone,5,269.73,4.86,6.09
phonograph,10,1.10,4.59,6.14
phony,5,8.25,2.19,2.52
phooey,6,1.16,2,3.53
photo,5,22.84,4.93,6.58
photograph,10,11.35,4.89,6.61
photographer,12,9.12,4.76,6.71
photographic,12,1.90,2.9,6.81
photography,11,3.88,4.1,6.67
phrase,6,9.10,2.86,5.5
physical,8,27.18,3.31,5.9
physician,9,6.14,4.65,5.24
physicist,9,1.35,4.26,5.9
physics,7,9.45,3.07,5.53
pi,2,3.67,3.25,5.4
pianist,7,1.69,4.69,7.15
piano,5,24.86,4.9,6.4
piccolo,7,1.27,4.71,5.5
pick,4,198.39,3.82,5.91
picket,6,2.22,4,4.38
pickle,6,4.61,4.64,6.52
pickled,7,1.49,3.91,5.55
pickup,6,7.63,4.24,4.84
picky,5,2.18,2.11,3.9
picnic,6,11.69,4.83,7.11
picture,7,138.45,4.52,6.73
pictures,8,68.18,4.71,7.22
pie,3,28.75,4.92,6.45
piece,5,124.49,4.14,5.23
pier,4,6.55,4.62,5.86
pig,3,39.14,5,4.83
pigeon,6,5.90,4.71,5.58
piggy,5,4.41,4.64,4.71
piggyback,9,1.08,3.64,5.15
piglet,6,2.12,4.93,6.13
pike,4,4.59,4.25,4.73
pile,4,13.18,4.56,4.74
pilgrim,7,3.69,4.43,5.16
pilgrimage,10,1.14,2.15,5.24
pill,4,11.82,4.72,4.16
pillar,6,1.59,4.77,5.48
pillow,6,11.39,5,7
pilot,5,26.67,4.67,6
pimp,4,8.63,4.18,3.05
pimple,6,1.67,4.77,2.11
pin,3,16.37,4.92,5.29
pinball,7,1.53,4.48,6.1
pinch,5,6.12,4,3.5
pine,4,6.20,4.37,6.58
pineapple,9,2.55,4.94,6.9
ping,4,3.29,3.17,5.67
pink,4,28.47,3.93,6.68
pinkie,6,1.67,4.39,5.82
pinpoint,8,1.80,2.54,5.27
pint,4,3.27,4.43,5.53
pioneer,7,2.08,4.04,6
pipe,4,19.39,4.88,4.75
pipeline,8,2.24,4.68,5.05
piranha,7,1.18,4.76,3.5
pirate,6,7.35,4.64,4.19
piss,4,23.59,4.73,2.73
pistachio,9,1.51,4.93,6.09
pistol,6,10.06,4.89,3.92
piston,6,1.18,4.81,4.57
pit,3,13.22,4.68,3.85
pitch,5,15.53,4,5.52
pitcher,7,3.24,4.93,5.7
pitiful,7,3.84,1.64,2.89
pity,4,23.51,1.87,3.18
pizza,5,33.51,5,7.89
place,5,602.67,3.48,5.86
placement,9,1.92,3.07,4.96
plague,6,8.31,3.41,2.42
plaid,5,1.61,4.23,5.71
plain,5,21.82,2.26,5.08
plaintiff,9,3.67,3.9,4
plan,4,145.73,3.4,6.14
plane,5,95.53,4.92,5.72
planet,6,38.73,4.58,6.27
planetary,9,1.08,2.89,6.67
plank,5,2.04,5,4.76
plankton,8,1.57,4.66,5.36
planner,7,1.63,3.61,6.32
plant,5,27.61,4.76,7.05
plantation,10,3.33,4.5,4.57
plaque,6,2.08,4.7,3.38
plasma,6,4.98,4.17,6.05
plaster,7,2.63,4.59,5.24
plastic,7,18.76,4.79,4.48
plate,5,25.65,4.77,4.8
platform,8,6.14,4.48,5
platinum,8,2.41,4.44,6.2
platonic,8,1.22,1.68,4.63
platoon,7,7.22,4.48,4.65
platter,7,2.92,4.93,5.3
plausible,9,1.63,1.77,5.38
play,4,354.53,3.24,7.55
playback,8,1.47,3.43,5.76
playboy,7,4.24,3.36,4.15
player,6,37.76,4.15,5.55
playful,7,1.16,2.63,7.63
playground,10,5.10,4.77,7.14
playmate,8,1.24,3.79,7.3
playwright,10,1.41,3.56,6.1
plaza,5,5.90,4.44,6.33
plea,4,6.84,2.39,4.35
plead,5,7.00,2.59,3.26
pleasant,8,21.02,1.55,7.24
pleased,7,28.53,2.37,7.82
pleasing,8,1.55,2.56,7.65
pleasure,8,80.75,2.04,7.8
pledge,6,6.88,2.61,5.09
pliers,6,1.16,4.93,4.48
plight,6,1.24,2.04,4.21
plot,4,11.59,3.14,4.9
plow,4,1.88,4.46,5.09
ploy,4,1.53,2.21,3.9
pluck,5,2.31,4,3.9
plug,4,10.41,4.64,4.42
plum,4,3.41,4.85,6.15
plumber,7,4.49,4.63,5.4
plumbing,8,4.84,4.24,4.45
plump,5,1.47,4,4.95
plunge,6,2.24,3.04,4.62
plutonium,9,1.96,4.3,4.05
pneumonia,9,5.04,3.83,2.65
pocket,6,35.71,4.68,5.67
pocketbook,10,1.49,5,5.6
pod,3,8.00,4.63,5
podium,6,1.27,4.89,5.05
poem,4,13.65,4.03,6.62
poet,4,9.22,4.36,6.85
poetic,6,2.69,1.88,6.83
poetry,6,13.37,3.5,6.15
point,5,236.53,3.39,5.45
pointer,7,1.08,4.11,4.57
pointless,9,3.59,1.93,3.22
poise,5,1.10,2.39,5.5
poison,6,24.55,4.27,2.16
poisoning,9,5.92,3.41,2.27
poisonous,9,3.33,2.74,2.52
poke,4,5.84,4.22,4.14
poker,5,16.06,4.2,5.79
polar,5,2.65,3.18,5.19
pole,4,12.59,4.66,5.6
police,6,236.16,4.79,4.59
policeman,9,11.73,4.93,4.21
policy,6,27.02,2.76,3.77
polish,6,9.67,4.23,6
polite,6,13.94,1.85,6.57
political,9,21.86,1.83,4.35
politician,10,3.27,4.33,3.25
politics,8,16.57,2.66,4
polka,5,2.43,3.47,4.79
poll,4,2.49,3.31,4.63
pollen,6,1.22,4.86,3.81
pollution,9,1.90,3.75,2
polo,4,3.49,4.43,5.21
polyester,9,1.24,4.12,4.29
pompous,7,2.39,1.96,3.26
pond,4,6.33,4.9,6.32
ponder,6,1.10,2.24,5.65
pony,4,8.10,4.9,6.71
ponytail,8,1.00,4.77,7.05
pooch,5,1.29,4.32,6.1
poodle,6,2.84,4.89,6.1
poof,4,2.16,2.22,5.7
pool,4,46.98,4.77,6.78
poop,4,5.59,4.83,2.6
poor,4,129.08,2.7,3.67
pop,3,67.47,4.22,6.05
popcorn,7,9.12,5,7.26
popular,7,23.08,2.16,5.71
popularity,10,2.92,2.37,5.81
population,10,9.10,3.64,4.81
porcelain,9,1.57,4.63,6.14
porch,5,9.63,4.92,6.4
pork,4,10.53,4.79,5
porn,4,11.61,4.26,4.32
pornographic,12,1.53,2.71,4.77
pornography,11,2.67,4.11,3.85
port,4,14.53,4.41,5.55
portable,8,4.00,2.62,5.91
portal,6,4.35,3.63,5.37
portfolio,9,2.04,4,5.95
portion,7,4.33,3.78,5.16
portrait,8,5.43,4.9,6.05
pose,4,6.80,3.33,5.63
posh,4,1.27,2.41,5.58
position,8,72.08,2.62,5.56
positive,8,31.63,2.44,7.57
posse,5,4.33,3.89,4.52
possess,7,5.49,2.6,4.67
possession,10,13.33,2.96,5.14
possessive,10,1.27,2.36,3.26
possibility,11,20.29,1.33,6.55
possible,8,114.04,1.56,7.14
post,4,32.43,4.3,5.05
postal,6,1.88,3.07,5.21
postcard,8,4.14,4.93,5.68
poster,6,5.98,4.66,5.35
postman,7,2.51,4.74,5.83
postmortem,10,1.31,3.7,3.19
postpone,8,3.90,2.29,4.32
posture,7,1.73,3.39,4.89
pot,3,22.53,4.81,5.81
potassium,9,1.65,4.23,6.1
potato,6,11.29,4.85,6.4
potent,6,1.49,2.38,4.9
potential,9,18.82,1.91,6.86
potion,6,7.45,4.38,5.65
pottery,7,1.84,4.72,5.79
potty,5,1.69,4.12,4.29
pouch,5,1.71,4.5,5.33
poultry,7,1.00,4.72,5.67
pounce,6,1.10,3.66,4.67
pound,5,13.88,4.61,4.62
pounding,8,6.08,3.54,4.1
pour,4,15.12,4.14,5.16
pout,4,1.08,3.23,3.33
poverty,7,4.33,2.54,2
powder,6,16.04,4.76,5.26
powdered,8,2.10,3.88,5.32
power,5,149.02,2.04,5.97
powerful,8,35.12,2.17,6.46
powerless,9,3.76,2.11,2.9
pox,3,1.47,3.74,2.62
practical,9,11.31,2.14,5.63
practice,8,45.69,2.52,5.72
prairie,7,2.80,4.8,5.33
praise,6,9.45,2.61,7.65
prank,5,4.00,2.9,4.79
pray,4,36.22,3.21,6.57
prayer,6,15.78,3.28,5.67
preach,6,2.39,3.37,4.15
preacher,8,6.71,4.7,5.09
precaution,10,3.41,2.21,4.57
precedent,9,2.49,1.63,5.25
precinct,8,7.33,3.67,4.85
precious,8,23.35,2,6.84
precise,7,5.20,2.39,6.1
precision,9,2.94,2.41,6.38
predator,8,2.63,3.64,3.24
predicament,11,1.96,1.82,4.11
predict,7,3.98,2,6.29
predictable,11,3.02,1.63,5.25
prediction,10,1.29,2.36,5.62
prefer,6,32.92,1.62,5.62
preference,10,2.33,2.03,6.16
pregnancy,9,6.55,4.31,4.79
pregnant,8,52.02,4.59,7.17
prehistoric,11,1.73,2.1,5.68
prejudice,9,3.20,2.22,2.71
prejudiced,10,1.86,2.04,2.7
preliminary,11,4.78,1.83,4.73
premature,9,3.47,2.72,4.1
premier,7,2.49,2.07,5.37
premiere,8,3.71,2.96,6.47
premise,7,1.20,2.24,5.43
premises,8,5.08,3.2,5.05
premium,7,1.73,2.11,6.9
premonition,11,3.71,1.9,5.11
preoccupied,11,2.00,2.26,4.24
prep,4,7.55,2.36,5.29
preparation,11,4.04,2.18,5.62
prepare,7,33.55,2.36,5.32
preposterous,12,3.04,1.4,5
prerogative,11,1.31,1.83,5.32
preschool,9,1.20,4.37,6.05
prescribe,9,1.45,2.8,5.21
prescription,12,7.37,4,4.55
presence,8,20.86,2.72,5.75
present,7,89.45,3.39,6.85
presentation,12,7.22,3.11,4.9
preservation,12,1.08,2.37,6.68
preserve,8,5.63,2.57,4.9
presidency,10,2.45,3.5,5.65
presidential,12,5.59,2.31,4.95
press,5,60.20,3.9,5.39
pressure,8,53.12,3.07,3.56
prestige,8,1.37,1.61,6.23
prestigious,11,1.76,2.13,6.47
presume,7,8.14,1.79,4
presumptuous,12,1.35,1.63,4.1
pretend,7,40.31,2.11,4.62
pretender,9,1.84,2.48,3.6
pretentious,11,1.90,1.97,3.76
pretext,7,1.27,2.26,4.61
pretty,6,392.22,2.4,7.7
pretzel,7,2.00,4.74,6.81
prevail,7,2.10,1.43,5.73
prevent,7,13.06,2.34,5.42
preview,7,1.43,3.2,5.74
previous,8,9.49,2.52,4.74
prey,4,5.51,3.61,3.74
price,5,53.37,3.63,4.94
priceless,9,4.16,1.79,6.95
prick,5,14.12,3.91,2.81
pride,5,27.67,1.66,6.5
priest,6,26.20,4.77,4.5
priestess,9,1.24,3.86,5.42
primal,6,1.14,2.17,4.79
primary,7,8.71,2.28,5.32
prime,5,18.29,2.48,6
primitive,9,5.16,2.33,4.1
prince,6,45.08,4.44,5.44
princess,8,39.59,4.72,7.64
principal,9,13.75,3.46,5.3
principle,9,7.75,1.7,5
principles,10,6.00,1.38,5.45
print,5,19.96,4.17,5.65
printer,7,2.10,4.67,5.65
printing,8,3.57,4.22,5.35
prior,5,8.27,2.45,4.32
priority,8,10.18,1.76,6.17
prison,6,66.04,4.68,1.94
prisoner,8,23.14,4.11,2.67
privacy,7,15.18,1.5,6.36
private,7,75.96,2.72,5.44
privilege,9,10.63,1.93,5.81
privileged,10,3.37,2.15,5.58
privy,5,1.49,2.36,4.42
prize,5,22.39,4.45,8
pro,3,14.16,2.66,6.36
probability,11,2.24,1.65,5
probable,8,3.27,1.48,5.45
probation,9,5.86,2.48,3.6
probe,5,4.41,3.62,3.63
problem,7,330.06,2.68,3.52
procedure,9,16.14,2.67,4.28
proceed,7,20.90,2.55,5.7
proceeds,8,1.69,2.59,5.79
process,7,27.98,2.93,5.62
processing,10,3.78,2.03,5.53
procession,10,1.27,3.21,5.14
proclamation,12,1.08,3.25,5.71
prodigal,8,1.12,1.65,5.53
prodigy,7,1.31,3.04,5.8
produce,7,11.06,3.31,6.57
producer,8,12.47,3,6.15
product,7,14.75,4.17,5.5
production,10,12.65,2.59,6.06
productive,10,2.41,2.64,7.37
profession,10,9.04,2.83,5.52
professional,12,32.27,2.14,6.29
professor,9,69.57,4.86,5.72
profile,7,12.88,3.1,5.94
